K_eff_GPa,eps_assoc_K,T_K,p_bar,N_mmol_g
0.3,100.0,273.0,0.22049285545286207,2.598060890463349
0.3,100.0,273.0,0.25392770182998,2.7888616362825736
0.3,100.0,273.0,0.2924325036483547,2.9848240934970875
0.3,100.0,273.0,0.33677605308027264,3.1852950636912696
0.3,100.0,273.0,0.3878437195364236,3.3896053880498482
0.3,100.0,273.0,0.44665512707340205,3.597081667888394
0.3,100.0,273.0,0.5143845123479462,3.807056991683052
0.3,100.0,273.0,0.5923841695876297,4.0188804291598075
0.3,100.0,273.0,0.6822114506835166,4.231925175114284
0.3,100.0,273.0,0.785659859492348,4.4455953277692535
0.3,100.0,273.0,0.9047948611813732,4.659331358747153
0.3,100.0,273.0,1.0419951215901386,4.872614371113115
0.3,100.0,273.0,1.2,5.084969251902453
0.3,100.0,298.0,0.001,0.009943960463716855
0.3,100.0,298.0,0.0013130324344878836,0.013032749248485053
0.3,100.0,298.0,0.0017240541740171785,0.01707152809701958
0.3,100.0,298.0,0.0022637390492987737,0.022346000353205966
0.3,100.0,298.0,0.002972362794946059,0.02922350269591747
0.3,100.0,298.0,0.003902808756829234,0.03817363083119045
0.3,100.0,298.0,0.00512451448332012,0.04979249374987048
0.3,100.0,298.0,0.0067286537276022365,0.06483036397727272
0.3,100.0,298.0,0.008834940584779547,0.08422194404840348
0.3,100.0,298.0,0.01160056354458889,0.10911768535211505
0.3,100.0,298.0,0.015231916192382951,0.14091351368306604
0.3,100.0,298.0,0.020000000000000004,0.18127485569854704
0.3,100.0,298.0,0.02303273739264226,0.20620214547531887
0.3,100.0,298.0,0.026525349589921046,0.2342511819530604
0.3,100.0,298.0,0.030547570567634134,0.2657419810806809
0.3,100.0,298.0,0.03517970854337624,0.3010118956418995
0.3,100.0,298.0,0.04051424942146391,0.3404131148726487
0.3,100.0,298.0,0.04665770337922934,0.40557068544732555
0.3,100.0,298.0,0.05373273146387932,0.45669790472071714
0.3,100.0,298.0,0.061880594659844954,0.5132229964054352
0.3,100.0,298.0,0.07126397432503748,0.5755081481057943
