dF0_K,eps_assoc_K,T_K,p_bar,N_mmol_g
100.0,0.0,323.0,0.05873251575110334,0.21761256532771925
100.0,0.0,323.0,0.06719851562439198,0.24594613767350418
100.0,0.0,323.0,0.07688484724982726,0.2776129459595961
100.0,0.0,323.0,0.08796741537671066,0.31292584595771894
100.0,0.0,323.0,0.10064748054859585,0.35221077122504735
100.0,0.0,323.0,0.11515531401485132,0.39580393802554104
100.0,0.0,323.0,0.131754379479537,0.4440483251644436
100.0,0.0,323.0,0.15074611762857124,0.49728940311237446
100.0,0.0,323.0,0.1724754203226801,0.5558701170352123
100.0,0.0,323.0,0.1973368938680183,0.6201251654560845
100.0,0.0,323.0,0.22578202510608278,0.9352437679305999
100.0,0.0,323.0,0.2583273804598255,1.03793195980773
100.0,0.0,323.0,0.2955639868314636,1.1492592515199576
100.0,0.0,323.0,0.33816806471002536,1.2695066423439132
100.0,0.0,323.0,0.38691330840293764,1.3988947772138283
100.0,0.0,323.0,0.4426849364018869,1.5375754685899263
100.0,0.0,323.0,0.5064957670389989,1.6856244532448719
100.0,0.0,323.0,0.5795046113688597,1.8430357906510644
100.0,0.0,323.0,0.6630373172929507,2.009718245820169
100.0,0.0,323.0,0.7586108470898982,2.1854939022567006
100.0,0.0,323.0,0.8679608256018917,2.3700991279304784
100.0,0.0,323.0,0.9930730593550847,2.5631878807856343
100.0,0.0,323.0,1.1362195990043518,2.7643372046391814
100.0,0.0,323.0,1.3,2.973054645755428
100.0,100.0,273.0,0.001,0.025109527838145854
100.0,100.0,273.0,0.0013130324344878836,0.03280863125172258
100.0,100.0,273.0,0.0017240541740171785,0.04280935619274196
100.0,100.0,273.0,0.0022637390492987737,0.055762518990539967
100.0,100.0,273.0,0.002972362794946059,0.07248119385669093
100.0,100.0,273.0,0.003902808756829234,0.09396963105540891
100.0,100.0,273.0,0.00512451448332012,0.12145168303147362
100.0,100.0,273.0,0.0067286537276022365,0.15639547854990968
100.0,100.0,273.0,0.008834940584779547,0.20052944223586416
100.0,100.0,273.0,0.01160056354458889,0.25584274742334095
100.0,100.0,273.0,0.015231916192382951,0.32456136215743076
